member_name,top_keywords
μαγγινας νικολαου βασιλειος,"αρχηγ, αμυν, εις, αρες, δια, ειλικρινως, ενοπλ, κραυγαλε, τιμουμ, τσοχατζοπουλ, συνεβαιν, συνιστατα, σεβετα, μεταβατικ, οπλ, φερατ, δυναμ, 2209, 2317, εκινηθης"
μαγκουφης ευθυμιου χρηστος,"αναπτυξ, μετεγκαταστας, ελλαδικ, ενδοπεριφερειακ, μεριμν, υιοθετησετ, αναπτυξιακ, διαμορφων, μεταποιητικ, συγκεντρως, βεπ, πολιτει, ισομετρ, ανισοτητ, βιπ, βιομηχανικ, παρουσιαζ, επιχορηγης, συμπληρως, πλουτοπαραγωγικ"
μαγκριωτης αστεριου ιωαννης,"κοινοβουλι, εργ, δημοσι, θεσσαλονικ, αυτοκινητοδρομ, νομαρχιακ, συμβουλι, κατασκευαστ, υπηρεσι, σδιτ, παραχωρησιουχ, λυς, νοσοκομει, χειροκροτουμ, συμβας, 2009, περιοχ, ευαθ, μεσσηνι, υψηλ"
μακρη κωνσταντινου ραχηλ,"επενδυς, ενεργει, φερ, ανεργι, περιουσιακ, ανανεωσιμ, διαβουλευεστ, κωδικοποι, τυχοδιωκτικ, επεμεν, εναρμονις, μετρ, εκκρεμ, πτολεμαι, ταφοπλακ, ταιπεδ, πετρελαι, δικαι, πηγ, ελληνικ"
μακρη μιχαηλ ζωη (ζεττα),"αποφυλακις, εκλογικ, ποινικ, αναλογικ, κωδικ, σχηματις, συριζα, εδρ, ποιν, αδικηματ, 17ης, brexit, πριμοδοτης, τροποποιης, πλημμεληματ, νοεμβρ, κυριακ, βρετανι, μητσοτακ, φυλακ"
μακρη-θεοδωρου ευαγγελου ελενη,"κτηρι, ενεργειακ, ενεργει, εφαρμογ, αποδος, καταναλως, σημαντικ, κλιματισμ, συντελες, μηδενικ, μειως, πρασιν, χρηματοδοτης, θεσπιζετα, κλιμ, κοστ, επενδυς, αστικ, οικονομικ, μεταβας"
μακρυπιδης διονυσιου ανδρεας,"αποσταγματοποι, αποσταγματ, αλκοολουχ, εκτιμω, στηριξ, εργ, συναινες, αιτωλοακαρνανι, επιτηδευματι, οκτωβρ, θεσπιζοντα, διακρις, υποκυψατ, αλογοσκουφ, προιοντ, αιθυλικ, συνδιαλεγεστ, μηχανηματ, παραγωγ, απαιτου"
μαλεσιος νικολαου ευαγγελος,"αστυνομι, οπλ, αρχηγει, ελληνικ, εργ, ευρωπαικ, πρωτοκολλ, security, αστυνομικ, ασφαλως, πλαισι, 2168, στοιχει, προβληματ, οδηγι, θετικ, απαξιων, ισοπεδωτικ, πιστευουμ, βιβλι"
μανιατης αναστασιου ιωαννης,"τεχνολογι, τσιπρ, πλατφορμ, ελληνικ, προσληψ, ευρωπ, αδμη, πολεοδομι, ψηφιακ, ανοιχτ, ταιπεδ, πιτσιορλ, ηττ, μνημονι, προσεληφθ, συνεντευξ, ενως, οδηγι, τροικα, υπογραψ"
μανος αλεξανδρου στεφανος,"ολυμπιακ, θει, τηλεφωνι, διοξειδι, μαζουτ, κινητ, αλογοσκουφ, καταναλωτ, φρενοκομει, τσιγαρ, φορολογι, τιμωρειτα, σημαντικ, μεριδι, δωροδοκι, καπνοβιομηχανι, παρανομι, τιμ, επιχειρης, κερδ"
μαντας κωνσταντινου χρηστος,"συντριπτικ, εναλλακτικ, προυπολογισμ, αρθρωσετ, τζογαρ, βγαιν, ανορθολογισμ, σπηλαι, ευτελις, οθον, τολματ, εγκαλειτ, παιζετ, δογμ, θορυβ, πιστεψ, εξελισσετα, αφαιρες, επιστρεψ, συγκυβερνης"
μαντελης χαραλαμπους αναστασιος,"ακτημον, δας, υδατ, ανθρωποτητ, υπηρεσι, κοινωνικ, περιβαλλοντικ, λιμν, καρλ, επικρατει, εκτας, προστασι, νομικισμ, επαρκει, περιβαλλοντ, ρεμ, δασικ, επιλεξουμ, κεντρικ, ψαραδ"
μαντζωρης κωνσταντινου βασιλειος,"βιομηχανι, αγνοτητ, πλειοδοτικ, αλλιως, ρυπ, λακωνι, διαγωνισμ, επεσημαν, ενεργει, περιβαλλον, περιοχ, κακλαμαν, 211091, αναφερθειτ, διακατεχοντα, διενεργηθεις, εκβιομηχανις, χαιρεσθ, τεχνολογι, αυταρκ"
μαντουβαλος σταυρου πετρος,"υιοθετειτ, αστυνομικ, προβληματιζ, ακουστ, καλυπτ, κει, ρωταω, ρωτ, εκλεγ, ομοσπονδι, πανελληνι, γυρω, χερι, προσοχ, σαραντα, δημοκρατικ, εδως, υπαλληλ, αξι, κοινοβουλι"
μανωλακης χρηστου αγγελος,"αυτοδιοικης, διαφθορ, δυστυχως, πολιτ, βηματ, κρατ, χρηματ, επανιδρυς, μετοχ, γινομαστ, σπας, πολεοδομι, αντιμετωπισουμ, κλπ, προσπαθησουμ, περιφερειαρχ, πασοκ, ασεπ, μικρ, πελατειακ"
μανωλακου εμμανουηλ διαμαντω,"προσφυγ, τουρκι, ασυλ, επιστροφ, υποδοχ, εκκοκιστ, φπ, ενως, ευρωπαικ, αγροτ, φιλοξενι, πιεζουμ, νατ, δουβλιν, συρι, μελ, προσφυγικ, γενευ, προσφυγι, κρατ"
μανωλης γεωργιου ιωαννης,"λεφτ, πατ, σωματει, ψαχτουμ, δως, ντρεπεστ, πληρων, κατσελ, διοδι, πονα, πολιτ, αναξιοπιστι, αποδειξω, πεζοδρομι, αυριαν, πιαν, επιλεκτικ, τε, χρησιμοποιουμ, ακουσετ"
μανωλια παντελη χρυσανθη,"αγωνι, λυς, προσποιητ, περιοχ, εργοστασι, προβλημ, ζοφερ, παρατηρουμ, απορροι, φων, αισθανομαστ, περιμεν, απογνως, κατω, υπευθυν, αναπτυξιακ, περιμεναμ, βαρ, αναδιπλωθ, αντιμετωπιζοτ"
μαργελης νικολαου σπυροπανος,"επιτρεπουμ, περιοχ, πεισουμ, χτις, ποτ, προστασι, επιτρεψουμ, νωριτερ, στρεμματ, ολοκληρωνω, προδιαγραφ, βιομηχανικ, κατανοης, σπι, τουριστικ, εγκαταστας, αμεσως, ολοκληρ, λειτουργι, αναπτυξ"
μαρδας χρυσοβεργη δημητριος,"1500, ασφαλις, αυξης, εισφορ, 3500, εξοδ, αμειβετα, αμοιβ, βρουμ, 3000, μικρομεσαι, αντιστοιχ, δεξιοτητ, χανοντα, εξωτερικ, χρηματ, αποφοιτ, σημαιν, ζωνταν, πλαφ"
μαριας αθανασιου επαμεινωνδας (νοτης),"αυθαιρετ, πολυτεκν, fed, ακινητ, φουσκ, δανειστ, φτωχοποι, δηθεν, καταρρευς, αντιρρης, ανακυκλως, ρευστοτητ, αγοροπωλησι, αξι, παγκοσμι, περιουσι, επιπεδ, κουρ, αναμενουμ, συνομοσπονδι"
μαρινος βασιλειου γεωργιος,"εφοπλιστικ, ναυτεργατ, εφοπλιστ, ακτοπλοικ, γραμμ, πειραι, κεφαλαι, συνειδητοποιηθ, 2008, 145000000, 70000000, αβγ, ανταγωνισμ, χερι, μετραν, υπηρετηθ, κερδ, τακτικ, αντιστεκετα, γηρας"
μαρκογιαννακης εμμανουηλ χρηστος,"καλπ, προβλημ, απατ, χαρακτηριστικ, προκαταρκτικ, εμπιστευοντα, αυστηρ, μουσει, ανεγερθ, δημοσι, γεωργι, ενδικ, σιγ, ελληνικ, ευχομα, καταπατης, διεξαγωγ, αποφας, εκτας, ιστορι"
μαρκοπουλος αθανασιου κωνσταντινος,"γερμανι, ελληνικ, παιδει, ειδησεογραφι, γλωσς, πιστεψουμ, διδακτορικ, λαμπρ, διαπιστων, πανεπιστημι, ενως, νομισματικ, ζης, συνεννοης, μειως, επιστημον, γιγ, διεμβολις, εκμαθης, κατασταλ"
μαρκου δημοσθενη αικατερινη,"βοσκοτοπ, κτηνοτροφ, βοσκης, βοσκησιμ, γαι, κτηνοτροφικ, κτηνοτροφι, εκτας, διαχειρις, διαχειριστικ, ζω, περιοχ, εκμεταλλευς, επιλεξιμοτητ, φυσικ, ορισμ, προστασι, περιφερ, επιδοτης, ασαφ"
ματης δημητριου αθανασιος,"αναπηρ, αυτοκινητ, μεταβιβας, πραγματοποιηθηκ, 20390, δ697, αγορας, επιβατηγ, παρελευς, αδικι, ατελ, καλω, παραδος, ληξ, παρακατω, ις, 35, μεταβιβασθ, παραθετω, 1884"
ματθαιοπουλος παυλου αρτεμιος,"μαραθων, σωθηκ, ρωτης, λεν, μαχ, φοιτητ, επιβραβευσω, νεκρικ, ξαφν, γεγονοτ, εμφυτ, καταντησαμ, σηκωνετα, τρεμ, φοιτητρι, εκτονως, ενοχλεισθ, θεαθηνα, καταδειξω, μαραθωνι"
μαυραγανης ανδρεα νικολαος,"πλημμελει, διπλωματι, αντιγραφ, κοινοποιησετ, επιστολ, απορρητ, πρωτοκολλ, αρχει, δικαιουτα, επιγραφοτ, μοιραζομα, υποβαθμισω, χροι, εγκαλεσετ, βαρυνους, κουνα, σοκ, αμφισβητησω, εγγραφ, απτοντα"
μαυρικος εμμανουηλ γεωργιος,"παρεμποδισουμ, εργαζ, κομμουνιστικ, εργατικ, συστρατευθ, συγκυβερνης, καλουμ, εφιαλτ, κτηνοτροφ, αττικατ, εναντι, ελλαδ, αντικομμουνισμ, κκε, επιθες, χαιρετισουμ, εργατ, διαμορφως, αγωνιστικ, κοντρ"
μαυρωτας παρασκευα γεωργιος,"νομοθετουμ, διαβουλευς, βολευ, οργανισμ, περιγραμματ, βι, σωματει, οργανογραμματ, κωνσταντινουπολ, αεπ, ουσιαστικ, ευρωπ, κινητικοτητ, δανει, συριζα, 2018, απορι, χρηματοδοτης, ελεγχ, ξεκινησω"
μαχαιρα ανδρεα μαρια,"επιχειρης, μικρομεσαι, υποπαραγωγικοτητ, απασχολ, αναπαυς, αρτοποιει, βιοπαλ, εργασι, 3000000, εστιατορι, υποτυπωδ, απασχολειτα, αργι, βιβλ, εναντι, παθογενει, βιοτεχνι, δαπαν, συνεχιζω, βρισκετα"
μεγαλομυστακας χρηστου αναστασιος,"θετικ, μιλησω, ανθρωπ, βοηθης, δειξ, δειξουμ, καμμι, εξελιξουμ, θυμικ, προτας, facebook, περιπαιζετ, επιχειρηματικοτητ, λαβατ, ερθ, διαφορετικ, εκπαιδευτικ, διευθετηθ, νε, καφενει"
μεγαλοοικονομου πασχαλη θεοδωρα,"στρατιωτικ, ενοπλ, αξιοπλοι, δυναμ, αεροναυτικ, μεριμν, στελεχ, ας, εξαρτηματ, εθνικ, αμυν, προστασι, τεκν, αεροσκαφ, κεν, αμυντικ, ρυθμιζοντα, θεσμικ, πλαισι, προσωπικ"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,"δηλως, γυναικ, μααστριχτ, παραλογισμ, δικηγορ, διαλογ, εκατ, 1992, ουσιαστικ, εισοδηματ, μαντελ, θελ, πραγματι, ομοσπονδι, νελς, συνταξ, συζυγ, παραπανω, 1990, εφαπαξ"
μελα παυλου παναγιωτα-ευα,"εγκληματικοτητ, ασφαλει, οπλοφορ, γαλερ, φιλαθλ, αυξαν, εκμεταλλευς, καλλιεργειτα, διευρυνετα, εταιρ, κοινωνικ, ανισοτητ, μεταναστ, πολιτ, ατομισμ, χρηματαποστολ, ατομικ, ιδιωτικ, γεμισουμ, κορλεον"
μελας ιωαννη παναγιωτης,"γιατρ, ειδικοτητ, νοσοκομει, αρρωστ, ιατρικ, υγει, εξετας, μεταξ, καμερα, μηχανημ, ασκ, υπηρεσι, λαρυγγολογ, ανευ, γενικ, οφθαλμιατρ, νικαι, σκορπι, λα, συμφωνω"
μελιδης αναστασιου ιωαννης,"κτιρι, καταδικ, ναυπλι, απαραδεκτ, φυλακ, ξενοδοχ, κτισματ, επισημαινω, φυλακις, αρχαι, οπωσδηποτε, διπλα, 18μηνη, διοικητηρι, εκδικηθ, εσωθ, εσωτερικως, μοτοποδηλατ, αποκρουστικ, τιρυνθ"
μερεντιτη δημητριου αθανασια (σουλα),"αγροτ, τρικαλ, δημαρχ, μητρω, αγροτικ, δημ, επιδοτης, καλλικρατ, σκουληκ, ασυμβιβαστ, δουμ, γκριζ, γνωριζουμ, κριτηρι, περιφερει, καταδεικνυ, βαλουμ, διαχειριζοντα, αντεχ, θεωρω"
μερκουρη σταματιου αμαλια-μαρια (μελινα),"αμφισβητησουμ, πληροφορηθηκαμ, αναδιατυπως, πνευματικ, υποχωρης, βασικ, συζητ, υπηρξ, συμβολ, ευρωπ, υιοθετης, ορθ, 3394καλοπροαίρετα, ανιδιοτελ, απολογητικ, εντριβ, επαναγους, ξιφουλκ, πατροτητ, σπευσαμ"
μηταρακης αντωνιου παναγιωτης (νοτης),"αποχωρης, αποσυμφορης, προσφυγ, διχτ, ισοβι, νησι, αποφασιστικοτητ, 2019, αντιμετωπιζουμ, πλοι, ανακταμ, ιδρυματοποιης, μεσοπελαγ, μπερδευτ, αποχωρουντ, επικεντρωνουμ, προαναχωρησιακ, αμκ, αφμ, ισουτα"
μητροπουλος παναγιωτη αλεξιος,"we, best, the, you, παρευρεθ, δανι, ολλανδι, τασουλ, παππ, επιστολ, κεφαλογιανν, ναυτικ, ιωανν, κωνσταντιν, ονομαστικ, ψηφιζ, 21, 24, 171, for"
μητσοτακης κυριακου κωνσταντινος,"πασοκ, ευθυν, συνεπει, δαμανακ, σημιτ, ελαιων, δημοσι, μεταταξ, μετακλητ, αξιολογης, επαρχιακ, κρατ, υπουργικ, ορις, επεμβας, τελικ, χρ, λυς, συνταγμ, αποκρατικοποιης"
μητσοτακης κωνσταντινου κυριακος,"τσιπρ, αυτοκινητ, αναθεωρης, αποσυρς, διαδικασι, σχετικ, πιο, προιστα, μακεδονικ, οργανισμ, συμφωνι, μεταβατικ, συνταγματικ, συνταγμ, προτας, αναθεωρητικ, τροπ, γενικ, εργαλει, δημοσι"
μισαηλιδης σταματιου γεωργιος,"ερωτωντ, συμπεριφορ, επισκεψ, εισθ, 6296, aντιπολιτεύσεως, bουλευτάς, bουλευτής, kυβερνήσεως, προσκαλες, υποδειξετ, προεδρει, σκαι, χρηματις, διατυπωνω, 10ετία, παραπονειτα, τηλεφωνης, ενθυμουμα, τυχ"
μιχαηλ καλογηρος,"νομοτεχνικ, κωδικ, ποινικ, μεταρρυθμις, δικονομι, εκτελεστηκ, δικηγορικ, πειθαρχικ, βελτιως, προβλεφθ, δικαιοσυν, συλλογ, απαραιτητ, οδηγηθουμ, αντιλαμβανομαστ, επανελθω, υπουργικ, εκκρεμ, διορθως, γενικ"
μιχαηλ-κωνσταντινος σταθοπουλος,"ορκ, διαρρε, υποληψ, συχν, ανακριτικ, μαρκογιαννακ, παρουσιαζοντα, υλικ, θρησκευτικ, ενοχ, περιεργ, επιλεγ, ατεκμηριωτ, αφων, διασυροντα, ενεχυραστ, σπιλων, σπιλωνοντα, τυμπανοκρουσι, υποθηκοφυλακει"
μιχαηλιδης φραγκουλη ανδρεας,"παραθεσατ, σωματει, ερασιτεχνικ, ποδοσφαιρικ, ζωνταν, αθλητισμ, προαναφεραμ, διορθωσατ, κυκεων, φυτοζω, εγκαταλειφθ, ποδοσφαιρ, αγωνιωδ, παραδρομ, ελπιδοφορ, αθλητ, απομακρυνς, ανας, εμπρακτ, εξαρτης"
μιχαλολιακος ιωαννη βασιλειος,"προνοι, 550, αυτοσκοπ, βρεφονηπιακ, πορ, πτως, σπαταλ, εκατ, ιδεολογικ, ανακαλυψαμ, επισκεφθουμ, αφαιρουμ, συνθηματολογικ, σταθμ, οικονομι, ευπορ, φτιαχναμ, υστερημ, θεωρουμ, καθιερωσαμ"
μιχελογιαννακης δημητριου ιωαννης,"επιστρατευετ, δεκατρι, φταν, αποθηκευτρ, κοβω, αοζ, ελαττως, ενεργει, μπονους, πετρελαι, διασπαρτ, ανταγωνιστικοτητ, αποθηκευς, ασφαλως, αποθεματ, κερδοσκοπικ, λαθρεμπορι, μιλους, 30, παραγωγικοτητ"
μιχος σπυριδωνος λαμπρος,"διαμον, υπηκο, βιομετρικ, δελτι, δεδ, αναγκαι, αποκεντρ, τριτ, εκδος, εξυπηρετης, ιθαγενει, ρυθμις, διοικης, χρονολογι, σχετιζετα, μητροπολιτικ, αρμοδιοτητ, αυτοτελ, καλλικρατ, δακτυλικ"
μιχου κωνσταντινου μαρια,"πανεπιστημι, σημαντικ, συμβας, αμυντικ, τριτοβαθμι, διαφανει, αμυν, εκπαιδευς, κατεριν, εως, πρωτοποριακ, προμηθ, δυνατοτητ, εγγυης, ερευνητικ, ενισχυς, εθνικ, ελληνικ, υγι, προβλεψ"
μουλκιωτης βασιλειου γεωργιος,"ποντ, συμπατριωτ, ηπειρ, συνταξ, 2016, βορει, κοινωνικ, ελλαδ, μονιμ, 4387, διαμεν, προβλεπετα, εθνικ, αντιμετωπιζετ, διαμον, γνωριζετ, ανεπιτρεπτ, παρεμειν, δεκατ, δυς"
μουλοπουλος διονυσιου βασιλειος,"νομοθετης, κοινωνικ, μονομελ, απονομ, επιμελητ, διαδικασι, αρχ, ποιν, ποινικ, δικαι, κρατ, ανταγωνιστικοτητ, υποθες, θετικ, ρυθμις, δικαστικ, δικαιοσυν, κωδικοποιης, φιλοσοφι, χαρακτηριστικ"
μουσουρουλης δημητριου κωνσταντινος,"εσπα, γραμματει, καταθετω, μηνυματ, υδρογονανθρακ, επενδυς, συμβας, μιλησατ, αναπτυξιακ, απορροφης, εργ, ευρωπαικ, δρομολογης, βευ, επενδυτ, ψευδ, ρευστοτητ, παραδωσαμ, αναπτυξ, κοινοτικ"
μουσταφα μεμετ μουσταφα,"μελαν, ζω, καθημεριν, θυματ, νομιζουμ, ευαισθητοποιησουμ, θρηνουμ, ισοπεδ, κοστολογειτα, ξεχνιετα, ανισοπεδ, εξοικονομησουμ, δικτυ, ασφαλτ, πεζ, διελευς, υπεραστικ, ανθρωπιν, κοντιν, αιμορραγι"
μουτσινας ιωαννη παρισης (παρις),"στουρναρ, φορολογικ, παραοικονομι, κοινωνι, ανθρωπιν, θλιβ, εγκλημ, κοινωνικ, επιβιως, συγχρον, φορολογι, αισιοδοξι, οη, μεταρρυθμιστικ, ζητησω, αρ, δημογραφικ, λαθρεμπορι, συνταγ, φορολογης"
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),"αναδιατυπως, καρατζαφερ, κοινωνικοτητ, περιοδει, πολιτισμ, καθετα, τον, βιως, μπεν, συνταγματ, ουσι, λεξ, δουμ, πιστευετ, αναθες, δημιουργειτα, γαμμα, εκλαμβανετ, εξεγειρ, επεκρατης"
μπαλαφας περικλη ιωαννης,"τζαβαρ, ενημερωθηκ, αναγνως, μαθητρι, ξεναγηθηκ, καλωσοριζ, θεωρει, λυκει, μιλης, ανακοινωσω, συνοδ, κτηρι, βενιζελ, δριτσελ, κερασοχωρι, τζερμιαδ, τωναναφορωνπαρακαλειτα, δυτικ, μαθητ, υπερεβ"
μπαλτας ελευθεριου αλεξανδρος,"υποπεριπτως, εδαφι, δολαρι, ισοζυγι, προστιθετα, εμπορικ, κερδοφορ, λεξ, 1989, εξαγωγ, αντικαθιστατα, 3α, κεφαλαιοποιης, ελλειμμ, ακριτιδ, δεκαμην, οπ, οικονομικ, 350, φρας"
μπαλωμενακης δημητριου αντωνης,"ακουσετ, αρες, προσεκτικ, επαναλαβω, ακουστ, διατυπως, δειτ, πραγματικοτητ"
μπανιας βασιλειου ιωαννης,"επαναλαβ, διαβαστ, μεταφρας, διαβεβαιων, αγγλικ, κιολας, διαβεβαιως, στοιχειωδ, ακουμ, χρησιμοποιης, κλπ, ξανα, ξερ, σαφ, ζητης, απλως, δυνατοτητ, αρχ, ελλαδ"
μπαντουβας ιωαννη κωνσταντινος,"καρατομης, ης, σωματ, αποστρατ, ασφαλει, εκδηλ, πασοκ, περγαμην, αντιστρατηγ, λαιμητομ, κομματικ, εγγ, αστυνομι, ματ, κλιμακι, αξιοκρατικ, κριτηρι, περν, πληρως, βιαστηκατ"
μπαντουβας κωνσταντινου κωνσταντινος,"ουα, αλλοιμον, βολτ, δριβελεγκ, φιμως, προβοκατορ, ασπρ, αιγυπτ, τουρκι, μπορεσω, ξενοδοχει, επεισοδι, δεχθηκ, εισπραττ, λπ, μαυρ, επιθες, προσπαθ, λυπαμα, συνεχει"
μπαργιωτας αθανασιου κωνσταντινος,"προηγου, δανει, επικοινωνιακ, περιξ, παιζουμ, λυς, εξεταστικ, θελ, αντιφρονουντ, στριμωχν, ταγκ, αδιεξοδ, κοκκιν, εκτος, μαζικ, απαρεγκλιτως, φαινετα, ξανα, ξεχας, κοκορομαχι"
μπαρκας θεοφανη κωνσταντινος,"αναπτυξιακ, αγροδιατροφ, πρεβεζ, χαρακτηριστικ, υφες, γιατρ, ανοιγ, παργ, σαλι, βαλαμ, υγει, κατηγορι, ταξικ, ακουμπα, εντασσετ, επιχειρης, νης, περιοχ, υπερασπιστουμ, βουλτεψ"
μπαρτζωκας στεργιου αναστασιος,"μελισσοκομ, αγροτικ, εργοσημ, ζητημ, εργασι, τεσσεραμις, παραγωγικ, αφυπνις, προσφεροντα, κρις, ζητηματ, ελληνοποιης, πρωτογεν, υγειονομικ, παραγωγ, πανδημι, συνεισφορ, υποβαθμιζ, ρυθμιστ, καταφεραμ"
μπασιακος αθανασιου ευαγγελος,"αγροτ, παραγωγ, βαμβακ, ρυθμις, βαμβακοκαλλιεργητ, κανονισμ, καλλιεργει, μετρ, αγροτικ, ποσοτητ, τον, εκτας, καλλιεργ, προιοντ, τελικως, ακινητ, μειως, εισοδημ, βαμβακοκαλλιεργει, διαπραγματευς"
μπγιαλας αθανασιου χρηστος,"συναδελφισς, φοροδιαφυγ, ακαθαριστ, πλαστικ, εγχωρι, αποταμιευετα, λαβυρινθ, μνημονι, επενδυς, μπερδευετ, φορολογικ, προχωρηστ, συγχαρητηρι, εισοδημ, καταναλως, βασιζετα, αναπτυξ, αποδειξ, θερμ, διαπραγματευς"
μπεγλιτης ανδρεα παναγιωτης,"αμυντικ, προιοντ, βιομηχανι, οχηματ, αναθες, 296, ενως, αναθεσουμ, μειοδοτικ, ευρωπαικ, ελβ, χρης, 81, παραγγελι, εταιρικ, ολοκληρωνουμ, διευρυνουμ, τηρουμ, πνο, προγραμματ"
μπεζας εμμανουηλ αντωνιος,"εργ, μαθηματικ, αναθες, εμπορευματικ, τυπ, δημοσι, σιδηροδρομικ, εκπτως, ελεγχ, επιχορηγης, συστημ, αναπτυξιακ, αποφας, πορ, νομαρχιακ, μελετ, γνωμοδοτ, φαιν, αδιαβλητ, ολοκληρως"
μπεης γεωργιου δημητριος,"κεδκ, διερωτωμα, τοπικ, αδιαμφισβητητ, διακοπτετ, ψευτικ, παρακολουθειτ, πρωθυπουργ, ακουσετ, ου, 1991, μητσοτακ, συνεδρι, μαι, μιλ, ακουστ, αγων, ποιοτητ, λογι, αυτοδιοικης"
μπεκιρης βασιλειου μιχαηλ,"κρο, ταγιαν, σεβαστειτ, επικαλουντα, διεκοψ, επικαλεστηκ, αφηστ, τυχαι, μοντελ, κακ, διαλογ, ελληνικ"
μπεκιρης μιχαηλ βασιλειος,"γεωτρης, υδρευετα, αχαι, ας, δερματ, περιοχ, υδροδοτης, 116, κατω, βιομηχανικ, νερ, πλησι, βιομηχανι, πατρ, μαχ, πτερυγ, δημ, υδατ, γυρω, κοινοτητ"
μπενακη-ψαρουδα ευαγγελου αννα,"04, κατεθες, 06, υπ, εγγραφ, αναφορ, απαντης, ακολουθ, δοθηκ, ζητ, μελετ, σχετικ, υπηρεσι, δημ, ανωτερω, νικολοπουλ, δημοσι, συμφων, εργ, αιτης"
μπενετατος αναστασιου παναγης,"μαριν, εοτ, ξενοδοχει, προβαινετ, τοκογλυφ, ξενοδοχειακ, καζιν, γλιτωσετ, θερι, νομιμοποιειτ, παρακαμπτετ, λιμανι, φανταστ, ξενοδοχ, χαλ, αδ, πατ, τιμι, μνημει, ροδ"
μπενος θεοδωρου σταυρος-ιωαννης,"κοινοτητ, αυτοδιοικης, εξουσι, περιοχ, εκλεγ, τοπικ, μικρ, πατριδ, κοινοταρχ, καινουρι, προβληματ, αρμοδιοτητ, οδοποιι, αλλοιως, μερι, επιλυθ, απαντατ, προβλημ, δημοτικ, υδρευς"
μπεντενιωτης αναργυρου εμμανουηλ,"υγει, δημοκρατι, πασοκ, σκανδαλ, προτας, αναντιρρητ, εξεταστικ, διαφθορ, αθηναικ, κοινωνικ, υπαιτι, διακυβερνης, αναμφιβολ, δικαιοσυν, συστηματ, ελεγχ, παραπομπ, λαικ, συνειδης, ευθυν"
μπογδανος σπυριδωνος κωνσταντινος,"χτυπ, αδικημ, οπορτουνιστ, marfin, διευκρινιζω, διοργανων, παραδεχομα, μπαχαλ, περιφρουρ, διαδηλωτ, κομμουνιστ, υποδειγματικ, πιασουμ, πολυαριθμ, προερχ, παμ, αδεδ, απεναντι, διευκρινισω, φιλελευθερ"
μπολαρης ηλια μαρκος,"λιμενικ, πληρωματ, οχημ, νοσοκομει, εκκλησι, λειτουργι, ταμει, χρειαζετα, καινουργι, εκαβ, σαφ, μεταναστ, φωτογραφι, εξοπλισμ, τιμ, διαταγματ, αγι, βορει, νομοτεχνικ, οργανισμ"
μποντζιδης αργυριου χαραλαμπος,"μετριοπαθ, οξυτητ, εισηγουμα, δεχομα, τον, φιλ, παραταξ, τελειωνω, συνεργασι, λεγ, λογω, σαν"
μποσκου σπυριδωνα μαρια,"παρακαταθηκ, δαν, τραπεζ, χρηματιστηρι, υπαλληλ, αγροτ, δημοσι, εξυγιανς, ρυθμις, ταμει, ελεγχ, περιοχ, εξυγιανθ, επιτοκι, στελεχωθ, τομ, κεφαλαιαγορ, δανει, οργανισμ, αναπτυξ"
μπουζαλη βασιλειου παρασκευη,"ενοχ, διωξ, εξιλαστηρι, κατασκευασετ, συλλεξαμ, ολισθηρ, στοιχειοθετ, ξεχασετ, σκανδαλολογι, κατασκευαζ, επιβαλετ, ποινικοποιης, παυλιδ, ενδειξ, μετατρεψ, ακολουθησουμ, οικ, θυματ, προσπαθειτ, βρειτ"
μπουκωρος γεωργιου χρηστος,"ανακυκλως, απορριμματ, κοστ, σακουλ, υπερρυθμις, εο, διαχειρις, τοπικ, πλαστικ, εναλλακτικ, ταφ, αυτοπαραγωγ, αποβλητ, ρευστοτητ, επιχειρης, controls, τρεξ, συσκευασι, υπουργικ, capital"
μπουμπας ιωαννη κωνσταντινος,"παιδει, λιπωμ, παπανουτς, σοφι, απαιδευτ, πανουργι, καργακ, λατινικ, διδασκετα, αγωγ, αρετ, εκπαιδευς, διδακτρ, υλικ, γεννηθηκ, κατεδαφις, γεωργιαδ, αρχαι, αυξηθηκ, ζουμ"
μπουρας κωνσταντινου αθανασιος,"2020, 024, κωτσηρ, μηχανοδηγ, αμυν, κατσωτ, μκ, πληρωθηκ, σα, 10, πρωτολογι, πρωθυπουργ, 00, 185000000, 53848242733, αναγκαζεστ, απεκατεστης, κοντοζαμαν, τιμα, υπερεργασι"
μπουρδαρα αλκιβιαδη καλλιοπη (κελλυ),"εθν, αρχειακ, εδαφ, σεβαστακ, διατυπ, ιστορικ, μονιμ, αρχει, προστεθ, εδαφι, εννοι, ορισμ, εποπτει, δωρε, πολιτιστικ, κρατ, 2027, 7503πω, ενοποιουντα, ομοιοτυπ"
μπουτας θωμα ευαγγελος,"επαγγελματικ, μορφως, παραπαιδει, ψευτοκαταρτις, ειδικευς, μαθητ, προυποθετ, εκπαιδευς, επαγγελματ, γενικ, σπουδ, αδιαβαθμητ, εργαλειοανθρωπ, μεταγυμνασιακ, προλεταρι, συνονθυλευμ, ζηταμ, υποχρεωτικ, αντιμεταρρυθμις, μεταδευτεροβαθμι"
μπουτος περικλη ιωαννης,"προεδρει, παρατηρης, αφορους, παρατας, κυβερνητικ, δουλει, πλευρ, θελ"
