member_name,top_keywords
κουτσουκος δημητριου γιαννης,"ρυθμις, επιχειρης, δος, ληξιπροθεσμ, κατακολ, οφειλ, επανεκκινης, ψηφισαμ, συνεπει, βαλαβαν, ενταχθ, δυνατοτητ, οικονομι, νησι, διν, ελεγ, φπ, προσαυξης, συναλλαγ, συριζα"
κουτσουμπας αποστολου δημητριος,"λα, ενως, ευρωπαικ, προτας, νατ, αντιλαικ, λαικ, συριζα, δημοψηφισμ, συμφωνι, πολιτικ, ανελ, εργατικ, κκε, κεφαλαι, δανειστ, διλημματ, εξοπλιστικ, καπιταλιστικ, δυναμ"
κουτσουμπας βασιλειου ανδρεας,"παρακολουθ, φιλοξενου, απεμειν, βελ, επταμις, ριχνουμ, εκδως, επικαιροτητ, ειδης, σοβαρ, παιξ, ελλην, νομοθετημ, δελτι, θητει, σκοπιμοτητ, απασχολ, ος, βαζ, μεγαλ"
κρατσας γεωργιου αποστολος,"ανυπακο, αντικαθιστατα, διαφορ, χαρακτηριζ, διευθυντ, σημεριν, απλ, γενικ, μεγαλ"
κρεμαστινος θωμα δημητριος,"μητερ, 2016, πανεπιστημι, ασυλι, αρς, κοσμ, κυκλ, συζητηθ, ψηφοδελτι, δημαρ, συμπαραταξ, λογω, γυναικ, παιδει, προτ, 29, σχετικ, κωλυματ, κεγκερογλ, στηλ"
κρητικος νικολαου παναγιωτης,"καζιν, ενημερως, 2331, εθνικ, βιομηχανι, ρανταρ, διαρκ, εκθες, χρηματιστηρι, θεσσαλονικ, βηματοδοτ, προεδρει, δημητρι, προοδ, αθην, συνασπισμ, αμυν, λοιμωξιολογι, τραπεζ, εξειδικευς"
κρικελης θωμα αναστασιος,"ενεκριν, στρεμματ, συμφωνω, μαλλον, 50, 25, οικονομι, εθνικ"
κριτσωτακης γεωργιου μιχαηλ,"χτες, καταρα, γυναικ, τουρισμ, περσιν, ροντουλ, εξαγγελι, ιδιαιτεροτητ, πουμ, αδιευκρινιστ, αντικαταστησατ, διαφωνησαμ, εξαγγελθεντ, ταιρ, ψηφιζουμ, κοινωνι, εξετελεσθ, προσφυγ, διακριτ, φυγετ"
κυριαζιδης τριανταφυλλου δημητριος,"δραμ, παραιτης, θες, ζητηματ, ισοδυναμ, παριστα, σωματ, πανεπιστημι, ζητω, αναλογιστικ, ασφαλει, συγκεκρι, διοικητικ, αγγλικ, συνεννοηθουμ, επικρατει, δεσμευτ, περιμεν, κλαδ, σταθερ"
κυριαζοπουλος μιλτιαδη στεφανος,"διακριν, συγχε, κατατασς, γικονογλ, υβρ, ορις, χαρακτηρισμ, φρας, κατηγορι, αναλογ, φαινετα, τουλαχιστ, ακομη"
κυριακακης κωνσταντινου βασιλειος,"δεκατρι, βιωσιμοτητ, μετατροπ, προληψ, ριζικ, υγειονομικ, τεταρτ, συριζα, χρηματοδοτης, περιφερει, προσωπ, κεντρ, νομικ, δικαι, λυς, δυνατ, προτας, τελ, δημοσι"
κυριακος πιερρακακης,"enisa, ψηφιακ, κυβερνοασφαλει, υποδομ, κρισιμ, εκρηξ, συμφωνι, κυπρ, οργανισμ, ευρωπαικ, δεδ, εδρ, φιλοξενουμ, ος, μετασχηματισμ, συμβαντ, εργοστασι, στρατηγικ, αποκεντρως, σφαιρ"
κυρκος μιχαηλ λεωνιδας,"κουκουλοφορ, κρυσταλληδ, συκοφαντης, συνεληφθ, επωδ, μπουτ, εκπληκτικ, υστερα, επιτελ, ματ, αντιστροφ, κινουντα, ζητους, παρεμβαιν, αγνωστ, ηξερ, αντιμετωπισθ, καταληγ, ζητ, χειρισμ"
κωνστανταρας λαμπρου δημητριος,μαλλον
κωνσταντινεας νικολαου πετρος,"καραμανλ, ονομ, πολιτισμ, ανεφερ, πολιτικ"
κωνσταντινιδης πετρου ελευθεριος,"παρεκτρεπομα, παρακρατ, αφαιρεσετ, νομιζετ, τροποποιης, προσωπικ"
κωνσταντινοπουλος κωνσταντινου οδυσσεας,"μιλης, καταλαβ, ξανθ, συριζα, αγορητ, νομοτεχνικ, μιλαω, φτας, αβραμακ, μπακαδημ, ρωτουσαμ, 40, καββαδ, λαππ, μπουρν, χριστοδουλοπουλ, ελευθερι, 5ο, αποσυρατ, καταλογισετ"
κωνσταντινος δουσης,"εισοδηματικ, πολιτικ, τιμαριθμ, οπωσδηποτε, εφαρμος, 2300000000000, δημοσι, σκληρ, τομ, λυπουμαστ, ανεργι, επιμειν, υπαλληλ, αποτελεσματ, ποσοστ, πας, ευρωπ, χαλαρ, διευκρινισω, περιοριστικ"
κωνσταντινος στεφανης,"υγει, προνοι, ιατρ, προστιθετα, δημοσι, χρε, σοκ, εργαστηρι, αναδιατυπωνετα, μεθ, αναπληρωτ, νοσοκομει, κλιν, 121, 3β, διαπιστωτικ, φυσικ, οδοντιατρ, πληρων, θες"
κωνσταντινος φωτακης,"ινστιτουτ, νομοτεχνικ, διοφαντ, 405, 7α, ιγμ, υπαγ, γεωλογικ, μεταλλευτικ, αποσυρετα, βελτιως, χρηματοδοτουντα, 48, προστιθετα, υπολογιστ, καθοριζετα, ευχαριστ, ανακοινωσω, πρω, 24"
κωνσταντινου φωτιου φλωρος,"καπν, παραγωγ, συμβολαι, καπνεμπορι, τσεμπελι, εοκ, γεωργι, σερρ, διαμαρτυρι, τιμ, καπνοπαραγωγ, ποσοστως, συνοχ, μειως, εισρο, κοινοτητ, σημαιν, λυπαστ, σχες, απευθυνοτ"
κωνσταντοπουλος ανδρεα νικολαος,"αποστρατ, δωρε, παραγοντισμ, συμμορφωθηκατ, παρακλης, διαπραχθηκ, πρωθυπουργ, συμβας, προμηθ, υιοθετησατ, υιοθετειτα, διδακτρ, αμαρτωλ, εξαντλητικ, παιδει, εργ, θετω, επιβαλλ, κοινωνικ, επικλης"
κωνσταντοπουλος λεωνιδα γεωργιος,"εμβολι, πρωτοβαθμι, υγει, κεντρ, κοινωνικ, φροντιδ, μεταβατικ, μοναδ, οδοντιατρ, αρρωστ, νε, εοπυ, φιλοξενι, επιζητ, συμμαχι, ουσιαστικ, χωρ, γιατρ, προσωριν, νοσηλει"
κωνσταντοπουλος χρηστου δημητριος,"καταθες, ευρωπ, προστασι, κυβερνηστ, βαραιν, ευθυν, χωρ, ανοιξατ, καταθετ, τραπεζ, ευρωπαικ, προσφυγικ, κρις, ανθρωπιστικ, συνταξιοδοτικ, επενδυς, τραπεζικ, καταφερ, διεθν, ελλαδ"
κωνσταντοπουλου ν. ζωη,"ειρηνοδικει, δικαιοσυν, ονομαστικ, υπαλληλ, πιστευετ, προφιλ, δικαστ, λειπ, δενδι, εισαγγελ, ανθρωπιν, ρατσιστικ, ειρηνοδικ, δημοκρατικ, δικαστικ, μεταναστ, λυπαμα, χωρ, δικαστηρι, δηλως"
κωστοπουλος βασιλειου δημητριος,"ποντ, 330, κρητ, 221287, τραπεζ, εργαζ, βαμβακουργει, εγγραφ, ατ, οργανισμ, μετρ, αυξης, προγραμματικ, 1245, 311287, δραχμ, κυδεπ, εικονικ, τιμολογι, συμβας"
κωστοπουλος δημητριου αποστολος,"φορολογικ, φορολογου, ε9, περιλαμβανοντα, δηλως, προβλεπετα, επιχειρης, τεκμαρτ, εταιρ, εκπτως, δαπαν, τεκμηρι, μειως, εως, σημαντικ, εικονικ, ακουστηκ, μειωνετα, τιμολογι, ανελεγκτ"
κωτσος κωνσταντινου γεωργιος,"σωσω, καζαντζακ, φταιω, συγχαρητηρι, μοναχ, θερμ, αγαπ, νικ, κινειτα, θυμισω, χρ, λογι, κατευθυνς, σωστ, ευθυν"
λαγος ευαγγελου ιωαννης,"ομογεν, αυγ, οαεδ, χρυς, ρωσι, δεκαεπταχρον, αποδοθ, δημοκρατ, φεραμ, ψεμ, σπιτι, βγηκ, 001, ανθελληνικ, γριβ, διγεν, εμπλεκοτ, καταδιωκομαστ, μαζευετα, σαρανταχρον"
λαζαριδης ιωαννη γεωργιος,"στηριχθ, καναλι, χαρακτηρ, εμποδιζετ, χορτιατ, βρισκ, ικανοποιουμα, ψυχαγωγικ, δημοτικ, πολεμης, προβαλλοντα, προσεξετ, μμε, λυσσαλ, κεραι, εκλογ, συνεχιζω, τοπικ, εμβελει, ενημερωτικ"
λαλιωτης γεωργιου κωνσταντινος,"εργ, δημοπρατηθ, εκτελουντα, αττικ, αναφορ, λιοσι, περιπ, περιοχ, περιστερ, αντιπλημμυρικ, συγκεκρι, δημ, κηφισι, πορ, μελ, χωρ, μελετ, 110, συμβουλι, τμημ"
λαμπροπουλος δημητριου ιωαννης,"βολ, στρατοπεδ, βληματ, ενοπλ, ζων, πεδι, εκπαιδευοντα, ελβ, παραγωγ, καλαματ, ψωμ, δυναμ, νεοσυλλεκτ, ταξιαρχι, ασκης, περιοχ, δραχμ, αξιομαχ, ελληνικ, προμηθευετα"
λαμπρουλης αριστειδη γεωργιος,"υγει, νοσοκομει, 2019, κλινικ, δημοσι, προληψ, λαικ, παιδιατρικ, υπηρεσι, απεξαρτης, κρατικ, κοστ, εργαζ, φαρμακ, νοσοκομ, εοπυ, τρικαλ, ναρκωτικ, παροχ, πολιτικ"
λαππας ευαγγελου σπυριδωνας,"δανει, κρατικ, εγγυης, πολιτικ, χρηματοδοτης, μμε, τραπεζ, δημοκρατι, συνταγματικ, πασοκ, αξιοπιστι, αβεβαι, ποσοστ, οικονομικ, αποκαλυπτετα, συστηματ, εκλογικ, ιδι, αβερωφ, συρρικν"
λαφαζανης γεωργιου παναγιωτης,"τραπεζ, χωρ, κρις, νεολαι, προυπολογισμ, πολιτικ, δημοσι, λεφτ, πατ, ελλαδ, ελληνικ, νε, αρ, οικονομι, ταμει, συνταξ, επιχειρης, κατω, μπανανι, γενι"
λεβεντης αποστολου βασιλης,"κεντρω, τσιπρ, δημοκρατι, μητσοτακ, λα, ενως, πρεσπ, μανιφεστ, γερμαν, γερμανι, δημοψηφισμ, βαρ, ληξ, θρησκει, στηριζω, καναλι, εννοουσατ, μαυρ, διεκδικης, συμφωνι"
λεβεντης σωτηριου αθανασιος,"υγει, ερρικ, ντυν, οικογενει, πολυτεκν, προσωπικ, ανεργ, απασχολης, γιατρ, ραντζ, χωματερ, νοσοκομει, ος, συμπραξ, τομ, εργαζ, δημοσι, ιδιωτικ, νοσηλευτικ, ανθυγιειν"
λεβογιαννης ιωαννη νικολαος,"ογ, ανταποκριτ, ρυθμις, τεβ, χωρι, σχολικ, συμβουλ, δονους, δημ, καποδιστριακ, καφενει, αγροτ, θητει, κοινοτητ, 1566, σημαντικ, θεσμ, λειτουργουντ, ταλαιπωρουντα, φουρν"
λεγκας σωτηριου νικολαος,"infote, διοδι, εταιρει, συμβας, εργ, συγκεκρι, εργαζ, συζητιετα, χιλιομετρ, διαδικασι, επινοης, οποιαδηποτ, μετοχ, ωριμανς, επιρρο, παρατηρης, παραδοξ, ανακαλυψ, ισχυ, περισς"
λεντακης βασιλειου ανδρεας,"προτας, θρακ, κεδκ, τζογ, περιοχ, παραλογ, ιδι, ενισχυτικ, συμβουλι, επρεπ, καπιταλισμ, γλωσς, στοχευ, πολιτικ, αναπτυξ, ανηθικ, δημοκρατι, διοικητικ, τριτ, επιχειρης"
λεονταριδης χρηστου θεοφιλος,"δημοσιοτητ, τηλεορας, μεταδος, θεαμ, διαφθορ, κρατης, επιθεωρης, ακροαματικοτητ, τηλεοπτικ, καταστηματ, κατηγορ, φυλακ, παραμορφωτικ, δικαστ, ραδιοφων, ραδιοτηλεοπτικ, ομολογι, σωφρονιστικ, απονομ, διαδικασι"
λιακουλη θεοφανη ευαγγελια,"ακαταδιωκτ, αποφευγουμ, πολιτικ, ανωριμ, ορθ, εικον, εκλογικ, συλλογικ, συνταγματ, αδιαφορουμ, δημοκρατι, μεταρρυθμιστ, ακομη, διχαστικ, περιοριζομαστ, βοηθαμ, κατηγορηθ, αυτοσυγκρατης, συστημ, δημαγωγι"
λιανης θεμιστοκλη γεωργιος,"niko, φιφα, χαλασετ, διαστρεβλωνετ, διαιτησι, ιδιοτελει, μεταδος, παραδεχθηκ, τιμωρηθ, απαγορευς, θεωρειτ, παντα, πα, ισχυ, επ, πιο, προσωπικ, ελλαδ"
λιασκος ιωαννη αναστασιος,"τουρισμ, τουριστικ, μορφ, σημειωμ, εοτ, παγκοσμι, συστηνετα, αναπτυξιακ, αποσπασματικ, παλινωδι, υιοθετησουμ, μελετ, ολυμπιακ, αναπτυξ, προκει, ολοκληρ, χωρ, αγων, πλεονεκτηματ, διεξαγωγ"
λιβανος διονυσιου σπυριδωνας-παναγιωτης (σπηλιος),"ακουμ, παντα, αρχ"
λιντζερης γεωργιου δημητριος,παντως
λοβερδος νικολαου ανδρεας,"υγει, πολιτικ, υγειονομικ, θεματ, ενημερως, συγχωνευς, αληθευ, αυστρι, κρεμαστιν, τροπ, χωρ, κλινικ, αρμοδι, μορφ, διαιρες, αντιπροσωπει, εθνικ, σωστ, μαθαινουμ, προβλημ"
λουλε κωνσταντινου ανδριανη (νιτσα),"μιλης, διενεξ, ιωαννιδ, ρεππ, ελεγξ, αφορους, μαλλον, καταλαβ, φαινετα, πουμ"
λυδια κονιορδου,"μεγαρ, μουσικ, 2016, επιχορηγης, 4366, βαρκ, υψ, οφειλ, ενημεροτητ, ληξιπροθεσμ, 2017, προσπαθ, οργανισμ, 28, 14387000, γιναν, διαμαν, σοβους, υπερακοντις, λειτουργικ"
λυκουδης διονυσιου σπυριδων,"προσληψ, υγει, οος, νοσοκομει, εννιακοσι, 2015, αμεταβλητ, 2009, εντατικ, 380, γιατρ, 2018, αθανασι, ασεπ, σωματ, κατοικ, προσωπικ, 2016, τεσσερισημις, ελλειψ"
λυκουρεζος παυσανια αλεξανδρος-λεων,"συμβουλ, προσφορ, χρηματοοικονομικ, ντροπ, γερμαν, κει, διαφοροποιουντα, γραφειοκρατι, ναυπηγ, υποδειγμ, ανωνυμ, διαδικασι, πληρωσαμ, διαβασατ, αξιολογηθ, εγγυητικ, διαγωνισμ, αποκλις, προχωρησετ, υποδειξ"
λυκουρεντζος θεοφανη ανδρεας,"τομεακ, υγει, αρχαιολογικ, χωρ, υπηρεσι, χρηματοδοτης, συνοδ, ενδεχομενως, συμβας, ωφελ, ανησυχ, προσπαθει, προοπτικ, νοσοκομει, καθυστερης, δανειστ, δημιουργης, κεφαλαι, αναφερθηκατ, εθνικ"
λωτιδης κυριακου λαζαρος,"δημοκρατι, διαζυγι, τορπιλιζ, προκριν, μηπως, αναστρεψιμ, ευημερους, επιτυχετ, κατσαρ, γενικευς, φθινους, διηνεκ, ηρεμι, νε, απογοητευς, δυσπιστι, οργ, απορρε, χρηματιστηριακ, επιχειρειτ"
μαγγινας νικολαου βασιλειος,"αρχηγ, αμυν, εις, δια, αρες, ενοπλ, ειλικρινως, κραυγαλε, τιμουμ, τσοχατζοπουλ, συνεβαιν, συνιστατα, σεβετα, μεταβατικ, οπλ, ος, φερατ, δυναμ, συμβας, 2209"
μαγκουφης ευθυμιου χρηστος,"αναπτυξ, χωρ, μετεγκαταστας, ελλαδικ, ενδοπεριφερειακ, μεριμν, υιοθετησετ, αναπτυξιακ, διαμορφων, μεταποιητικ, συγκεντρως, βεπ, πολιτει, πολιτικ, ισομετρ, ανισοτητ, βιπ, βιομηχανικ, παρουσιαζ, επιχορηγης"
μαγκριωτης αστεριου ιωαννης,"κοινοβουλι, εργ, δημοσι, θεσσαλονικ, αυτοκινητοδρομ, νομαρχιακ, συμβουλι, υπηρεσι, κατασκευαστ, πολιτικ, σδιτ, λυς, παραχωρησιουχ, νοσοκομει, συμβας, χειροκροτουμ, περιοχ, 2009, υψηλ, μαζ"
μακρη κωνσταντινου ραχηλ,"επενδυς, ενεργει, φερ, ανεργι, περιουσιακ, ανανεωσιμ, διαβουλευεστ, κωδικοποι, τυχοδιωκτικ, μετρ, επεμεν, εναρμονις, εκκρεμ, δικαι, ελληνικ, πτολεμαι, ταφοπλακ, πετρελαι, επιχειρης, πηγ"
μακρη μιχαηλ ζωη (ζεττα),"αποφυλακις, εκλογικ, ποινικ, αναλογικ, κωδικ, σχηματις, εδρ, συριζα, ποιν, αδικηματ, 17ης, brexit, τροποποιης, πριμοδοτης, πλημμεληματ, νοεμβρ, κυριακ, βρετανι, φυλακ, μητσοτακ"
μακρη-θεοδωρου ευαγγελου ελενη,"κτηρι, ενεργειακ, ενεργει, εφαρμογ, αποδος, καταναλως, σημαντικ, μηδενικ, κλιματισμ, συντελες, μειως, πρασιν, χρηματοδοτης, κλιμ, θεσπιζετα, οικονομικ, κοστ, επενδυς, αστικ, πιο"
μακρυπιδης διονυσιου ανδρεας,"αποσταγματοποι, αποσταγματ, αλκοολουχ, στηριξ, εκτιμω, εργ, συναινες, αιτωλοακαρνανι, επιτηδευματι, συγκεκρι, οκτωβρ, θεσπιζοντα, διακρις, προιοντ, υποκυψατ, αλογοσκουφ, αιθυλικ, συνδιαλεγεστ, παραγωγ, μηχανηματ"
μαλεσιος νικολαου ευαγγελος,"αστυνομι, οπλ, ελληνικ, εργ, ευρωπαικ, αρχηγει, πρωτοκολλ, security, χωρ, αστυνομικ, ασφαλως, πλαισι, 2168, στοιχει, προβληματ, οδηγι, θετικ, απαξιων, ισοπεδωτικ, πιστευουμ"
μαμμωνας δημοσθενη νικολαος,αργυροπουλ
μανιατης αναστασιου ιωαννης,"τεχνολογι, τσιπρ, ελληνικ, πλατφορμ, προσληψ, ευρωπ, πολεοδομι, αδμη, ψηφιακ, χωρ, ανοιχτ, ταιπεδ, πιτσιορλ, ηττ, μνημονι, ενως, προσεληφθ, συνεντευξ, μεγαλ, οδηγι"
μανος αλεξανδρου στεφανος,"ολυμπιακ, θει, τηλεφωνι, διοξειδι, μαζουτ, κινητ, μεγαλ, αλογοσκουφ, καταναλωτ, φρενοκομει, τσιγαρ, φορολογι, τιμωρειτα, σημαντικ, ιδι, μεριδι, δωροδοκι, καπνοβιομηχανι, δημοσι, παρανομι"
μαντας κωνσταντινου χρηστος,"συντριπτικ, προυπολογισμ, εναλλακτικ, αρθρωσετ, τζογαρ, βγαιν, ανορθολογισμ, σπηλαι, ευτελις, οθον, τολματ, εγκαλειτ, παιζετ, δογμ, πλεονασματ, θορυβ, πιστεψ, εξελισσετα, αφαιρες, επιστρεψ"
μαντελης χαραλαμπους αναστασιος,"ακτημον, δας, υδατ, ανθρωποτητ, υπηρεσι, κοινωνικ, περιβαλλοντικ, λιμν, επικρατει, εκτας, καρλ, προστασι, επαρκει, νομικισμ, περιβαλλοντ, ρεμ, δασικ, κεντρικ, επιλεξουμ, διαχειρις"
μαντζωρης κωνσταντινου βασιλειος,"βιομηχανι, αγνοτητ, αλλιως, πλειοδοτικ, ρυπ, λακωνι, διαγωνισμ, επεσημαν, ενεργει, περιβαλλον, περιοχ, κακλαμαν, 211091, αναφερθειτ, διακατεχοντα, διενεργηθεις, εκβιομηχανις, ικανοποιηθειτ, χαιρεσθ, τεχνολογι"
μαντουβαλος σταυρου πετρος,"αστυνομικ, υιοθετειτ, προβληματιζ, ακουστ, καλυπτ, κει, ρωτ, ρωταω, εκλεγ, τελει, ομοσπονδι, πανελληνι, γυρω, χερι, προσοχ, σαραντα, πανε, σιγουρ, δημοκρατικ, εδως"
μανωλακης χρηστου αγγελος,"αυτοδιοικης, διαφθορ, δυστυχως, πολιτ, βηματ, κρατ, χρηματ, επανιδρυς, μετοχ, γινομαστ, σπας, αντιμετωπισουμ, πολεοδομι, κλπ, προσπαθησουμ, πασοκ, περιφερειαρχ, μικρ, ασεπ, ευθυν"
μανωλακου εμμανουηλ διαμαντω,"προσφυγ, τουρκι, ασυλ, επιστροφ, υποδοχ, εκκοκιστ, φπ, ενως, ευρωπαικ, αγροτ, φιλοξενι, πιεζουμ, νατ, δουβλιν, συρι, μελ, προσφυγικ, προσφυγι, κρατ, γενευ"
μανωλης γεωργιου ιωαννης,"λεφτ, πατ, σωματει, δως, ψαχτουμ, ντρεπεστ, πληρων, πολιτ, κατσελ, διοδι, πονα, αναξιοπιστι, πεζοδρομι, αποδειξω, πιαν, αυριαν, τε, επιλεκτικ, χρησιμοποιουμ, συνδικαλιστ"
μανωλια παντελη χρυσανθη,"αγωνι, λυς, προσποιητ, περιοχ, εργοστασι, προβλημ, ζοφερ, παρατηρουμ, φων, απορροι, αισθανομαστ, περιμεν, κατω, απογνως, υπευθυν, αναπτυξιακ, περιμεναμ, πολιτικ, θες, βαρ"
μαργελης νικολαου σπυροπανος,"επιτρεπουμ, περιοχ, πεισουμ, χτις, ποτ, προστασι, επιτρεψουμ, νωριτερ, στρεμματ, ολοκληρωνω, προδιαγραφ, βιομηχανικ, κατανοης, σπι, τουριστικ, εγκαταστας, αμεσως, ολοκληρ, λειτουργι, αναπτυξ"
μαρδας χρυσοβεργη δημητριος,"ασφαλις, 1500, αυξης, εισφορ, 3500, εξοδ, αμειβετα, αμοιβ, βρουμ, μικρομεσαι, 3000, αντιστοιχ, δεξιοτητ, χανοντα, εξωτερικ, χρηματ, σημαιν, αποφοιτ, ζωνταν, πλαφ"
μαριας αθανασιου επαμεινωνδας (νοτης),"αυθαιρετ, πολυτεκν, fed, ακινητ, φουσκ, δανειστ, μεγαλ, φτωχοποι, δηθεν, πολιτικ, καταρρευς, αντιρρης, ανακυκλως, ρευστοτητ, τελειως, αγοροπωλησι, αξι, παγκοσμι, περιουσι, ιδι"
μαρινος βασιλειου γεωργιος,"εφοπλιστικ, ναυτεργατ, ακτοπλοικ, εφοπλιστ, γραμμ, πειραι, κεφαλαι, 2008, συνειδητοποιηθ, 145000000, ανταγωνισμ, χερι, 70000000, αβγ, κερδ, τακτικ, μετραν, υπηρετηθ, αγων, αντιστεκετα"
μαρκογιαννακης εμμανουηλ χρηστος,"προβλημ, καλπ, ειδικ, χαρακτηριστικ, απατ, προκαταρκτικ, ος, αυστηρ, εμπιστευοντα, δημοσι, ακροτελευτι, μουσει, ανεγερθ, ελληνικ, γεωργι, βοριδ, ενδικ, αποφας, σιγ, διεξαγωγ"
μαρκοπουλος αθανασιου κωνσταντινος,"γερμανι, ελληνικ, παιδει, χωρ, ειδησεογραφι, γλωσς, πιστεψουμ, διδακτορικ, λαμπρ, πολιτικ, διαπιστων, πανεπιστημι, ενως, νομισματικ, ζης, συνεννοης, μειως, επιστημον, γιγ, διεμβολις"
μαρκοπουλος κωνσταντινου δημητριος,"μπαρκ, φωναζετ, ραγκους, αφαιρεσετ, υποθετω, διακοπ, ενταξ, περισς"
μαρκου βασιλειου κωνσταντινος,"κορμ, συγκλις, προγραμματικ, συριζα, συμφωνι, βας"
μαρκου δημοσθενη αικατερινη,"βοσκοτοπ, κτηνοτροφ, βοσκης, βοσκησιμ, γαι, κτηνοτροφικ, κτηνοτροφι, εκτας, διαχειρις, διαχειριστικ, ζω, περιοχ, εκμεταλλευς, επιλεξιμοτητ, φυσικ, ορισμ, προστασι, περιφερ, επιδοτης, παραγωγ"
ματης δημητριου αθανασιος,"αναπηρ, αυτοκινητ, μεταβιβας, πραγματοποιηθηκ, 20390, δ697, αγορας, επιβατηγ, αδικι, παρελευς, ατελ, καλω, παραδος, ληξ, παρακατω, ις, 35, μεταβιβασθ, παραθετω, 1884"
ματθαιοπουλος παυλου αρτεμιος,"μαραθων, σωθηκ, ρωτης, λεν, μαχ, φοιτητ, επιβραβευσω, νεκρικ, ξαφν, γεγονοτ, εμφυτ, καταντησαμ, σηκωνετα, τρεμ, φοιτητρι, εκτονως, θεαθηνα, μαραθωνι, ενοχλεισθ, καταδειξω"
μαυραγανης ανδρεα νικολαος,"πλημμελει, διπλωματι, αντιγραφ, κοινοποιησετ, επιστολ, απορρητ, πρωτοκολλ, αρχει, δικαιουτα, επιγραφοτ, μοιραζομα, υποβαθμισω, εγκαλεσετ, χροι, βαρυνους, κουνα, σοκ, εγγραφ, αμφισβητησω, δημοκρατι"
μαυρικος εμμανουηλ γεωργιος,"εργαζ, παρεμποδισουμ, κομμουνιστικ, εργατικ, συστρατευθ, συγκυβερνης, καλουμ, κτηνοτροφ, εφιαλτ, ελλαδ, αττικατ, εναντι, αντικομμουνισμ, κκε, επιθες, χαιρετισουμ, διαμορφως, εργατ, αγωνιστικ, λαικ"
μαυρωτας παρασκευα γεωργιος,"διαβουλευς, νομοθετουμ, οργανισμ, βολευ, περιγραμματ, βι, σωματει, οργανογραμματ, αεπ, κωνσταντινουπολ, ουσιαστικ, ευρωπ, κινητικοτητ, δανει, ελεγχ, συριζα, χρηματοδοτης, 2018, απορι, λπ"
μαχαιρα ανδρεα μαρια,"επιχειρης, μικρομεσαι, υποπαραγωγικοτητ, απασχολ, εργασι, αναπαυς, αρτοποιει, βιοπαλ, 3000000, εστιατορι, χωρ, υποτυπωδ, εναντι, απασχολειτα, αργι, βιβλ, παθογενει, βιοτεχνι, δαπαν, βρισκετα"
μεγαλομυστακας χρηστου αναστασιος,"θετικ, μιλησω, ανθρωπ, βοηθης, χωρ, δειξ, καμμι, δειξουμ, προτας, εξελιξουμ, θυμικ, επιχειρηματικοτητ, facebook, περιπαιζετ, ερθ, λαβατ, διαφορετικ, νε, εκπαιδευτικ, διευθετηθ"
μεγαλοοικονομου πασχαλη θεοδωρα,"στρατιωτικ, ενοπλ, αξιοπλοι, δυναμ, αεροναυτικ, μεριμν, στελεχ, εθνικ, ας, εξαρτηματ, αμυν, προστασι, τεκν, αεροσκαφ, κεν, αμυντικ, ρυθμιζοντα, θεσμικ, πλαισι, προσωπικ"
μειμαρακης ιωαννη ευαγγελος-βασιλειος,"δηλως, γυναικ, μααστριχτ, παραλογισμ, δικηγορ, διαλογ, εκατ, 1992, ουσιαστικ, εισοδηματ, θελ, πραγματι, μαντελ, ομοσπονδι, νελς, συνταξ, παραπανω, συζυγ, 1990, εργαζ"
μελα παυλου παναγιωτα-ευα,"εγκληματικοτητ, ασφαλει, οπλοφορ, γαλερ, φιλαθλ, αυξαν, εκμεταλλευς, εταιρ, καλλιεργειτα, διευρυνετα, κοινωνικ, ανισοτητ, πολιτ, μεταναστ, ατομικ, ατομισμ, χρηματαποστολ, ιδιωτικ, εργαζ, εργασιακ"
μελας ιωαννη παναγιωτης,"γιατρ, ειδικοτητ, νοσοκομει, ιατρικ, αρρωστ, υγει, εξετας, μεταξ, καμερα, μηχανημ, ασκ, υπηρεσι, λαρυγγολογ, γενικ, ανευ, οφθαλμιατρ, λα, νικαι, σκορπι, προβληματ"
μελιδης αναστασιου ιωαννης,"κτιρι, φυλακ, καταδικ, ναυπλι, απαραδεκτ, ξενοδοχ, κτισματ, επισημαινω, φυλακις, αρχαι, οπωσδηποτε, διπλα, 18μηνη, διοικητηρι, εκδικηθ, εσωθ, εσωτερικως, μοτοποδηλατ, αποκρουστικ, τιρυνθ"
μερεντιτη δημητριου αθανασια (σουλα),"αγροτ, τρικαλ, δημαρχ, αγροτικ, μητρω, δημ, επιδοτης, ος, καλλικρατ, σκουληκ, ασυμβιβαστ, δουμ, γνωριζουμ, γκριζ, κριτηρι, περιφερει, καταδεικνυ, πολλ, βαλουμ, διαχειριζοντα"
μερκουρη σταματιου αμαλια-μαρια (μελινα),"αμφισβητησουμ, πληροφορηθηκαμ, αναδιατυπως, πνευματικ, βασικ, υποχωρης, υπηρξ, συζητ, συμβολ, ευρωπ, υιοθετης, ορθ, συστηματικ, 3394καλοπροαίρετα, 3400δευτερόλεπτο, ανιδιοτελ, απολογητικ, εντριβ, επαναγους, ξιφουλκ"
μηταρακης αντωνιου παναγιωτης (νοτης),"αποχωρης, αποσυμφορης, προσφυγ, διχτ, ισοβι, νησι, αποφασιστικοτητ, 2019, αντιμετωπιζουμ, πλοι, ανακταμ, ιδρυματοποιης, μεσοπελαγ, μπερδευτ, προπροηγ, αποχωρουντ, επικεντρωνουμ, προαναχωρησιακ, αμκ, αφμ"
